c59320_retnmdl_eda_dataset_v1.opportunity__c,c59320_retnmdl_eda_dataset_v1.ags__c,c59320_retnmdl_eda_dataset_v1.legal_account_name__c,c59320_retnmdl_eda_dataset_v1.account_name,c59320_retnmdl_eda_dataset_v1.sold,c59320_retnmdl_eda_dataset_v1.close_month,c59320_retnmdl_eda_dataset_v1.close_year,c59320_retnmdl_eda_dataset_v1.duration_yrs,c59320_retnmdl_eda_dataset_v1.market,c59320_retnmdl_eda_dataset_v1.segment_sub,c59320_retnmdl_eda_dataset_v1.fundng_ty,c59320_retnmdl_eda_dataset_v1.sic_division,c59320_retnmdl_eda_dataset_v1.dups,c59320_retnmdl_eda_dataset_v1.prebbd_re,c59320_retnmdl_eda_dataset_v1.bbd,c59320_retnmdl_eda_dataset_v1.postbbd_re,c59320_retnmdl_eda_dataset_v1.rnwl_fund
OP-1810440,614562,MemJet,NULL,Y,Jan,2017.0,1,California South,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1811587,3337481,A.M. Castle & Co.,A.M. Castle & Co.,Y,Jan,2017.0,2.917,Midwest,O500,ASO,Wholesale_Trade,1,NULL,NULL,-0.415435466415431,ASO
OP-1811588,3327307,"A. T. Kearney, Inc.","A. T. Kearney, Inc.",Y,Jan,2017.0,10.917,Midwest,O500,ASO,Services,1,NULL,NULL,0.175155957337153,ASO
OP-1811590,3332895,"Wallenius Wilhelmsen Logistics Holdings Americas, LLC & Affiliates","Wallenius Wilhelmsen Logistics Holdings Americas, LLC & Affiliates",N,Jan,2017.0,6,Midwest,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.0,ASO
OP-1811591,3207848,Wabash College,Wabash College,Y,Jan,2017.0,56.917,Midwest,250-500,ASO,Services,1,NULL,NULL,0.0381460133263778,ASO
OP-1811593,3338238,"Versiti, Inc.","Versiti, Inc.",N,Jan,2017.0,1.917,Midwest,250-500,ASO,Services,1,NULL,NULL,0.0,ASO
OP-1811598,3326108,United Automobile Insurance Group,United Automobile Insurance Group,Y,Jan,2017.0,10.917,Midwest,250-500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.0245832533306821,ASO
OP-1811599,3337298,"UCB, Inc.","UCB, Inc.",Y,Jan,2017.0,2.917,Midwest,O500,ASO,Wholesale_Trade,1,NULL,NULL,0.00641324603300997,ASO
OP-1811600,3333658,TriMas Corporation,TriMas Corporation,Y,Jan,2017.0,5.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,-0.0929147487055884,ASO
OP-1811608,3339552,The National Bank of Indianapolis,The National Bank of Indianapolis,Y,Jan,2017.0,0.917,Midwest,250-500,Shared Returns,Finance_Insur_RlEstate,1,0.183518804739825,-0.0295,0.148605,SR
OP-1811609,3207292,The Middleby Corporation,The Middleby Corporation,Y,Jan,2017.0,18.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,-0.208892129644717,ASO
OP-1811611,3207252,"Tetra Pak, Inc.",Tetra Pak,N,Jan,2017.0,17.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,-0.221831603236098,ASO
OP-1811614,3331958,Synergy55 Inc. and Affiliates,Synergy55 Inc. and Affiliates,Y,Jan,2017.0,7.333,Midwest,O500,ASO,Wholesale_Trade,1,NULL,NULL,0.0188979110912588,ASO
OP-1811616,3339442,STS Operating,"STS Operating, Inc dba SunSource",Y,Jan,2017.0,0.917,Midwest,O500,Shared Returns,Wholesale_Trade,1,0.182517,0.0,0.182517,SR
OP-1811620,3203580,Simon Property Group,Simon Property Group,Y,Jan,2017.0,15.5,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.155491698187554,ASO
OP-1811622,3335072,Select Comfort Corporation,Select Comfort Corporation,N,Jan,2017.0,4.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,-0.0704515940969371,ASO
OP-1811625,3338112,RLI Corp,RLI Corp,Y,Jan,2017.0,1.917,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0480114111814383,ASO
OP-1811627,3336242,"Regal Cinemas, Inc.","Regal Cinemas, Inc.",Y,Jan,2017.0,4,Midwest,O500,ASO,Services,1,NULL,NULL,-0.0305559863892777,ASO
OP-1811628,3338456,"Red Spot Paint and Varnish Company, Inc.","Red Spot Paint and Varnish Company, Inc.",Y,Jan,2017.0,1.917,Midwest,250-500,ASO,Manufacturing,1,NULL,NULL,-0.191221238572178,ASO
OP-1811639,3313428,"NuCO2, Inc.","NuCO2, Inc.",Y,Jan,2017.0,12.667,Midwest,O500,ASO,Wholesale_Trade,1,NULL,NULL,-0.0560455399838964,ASO
OP-1811640,3338231,Twist Beauty Packaging Holding Corp dba Albéa,Twist Beauty Packaging Holding dba Albea,Y,Jan,2017.0,1.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,0.00298556740461331,ASO
OP-1811644,3332082,Mulzer Crushed Stone Inc,Mulzer Crushed Stone Inc,Y,Jan,2017.0,6.917,Midwest,O500,ASO,Mining,1,NULL,NULL,-0.038130567708608,ASO
OP-1811646,3338571,"Morgan Adhesives Company, LLC dba Mactac","Morgan Adhesives Company, LLC dba Mactac",Y,Jan,2017.0,1.917,Midwest,250-500,ASO,Manufacturing,1,NULL,NULL,-0.022166989720892,ASO
OP-1811650,3337101,Merieux Nutrisciences Corporation,Merieux Nutrisciences Corporation,Y,Jan,2017.0,3.417,Midwest,O500,ASO,Services,1,NULL,NULL,-0.0047473426365251,ASO
OP-1811651,3333976,"Meadowbrook, Inc.",Meadowbrook Insurance Group Inc,N,Jan,2017.0,5.917,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0278713056490834,ASO
OP-1811652,3338342,McKinley Companies LLC,McKinley Companies LLC,Y,Jan,2017.0,1.917,Midwest,250-500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.209471265272137,ASO
OP-1811653,3336542,Maxion Wheels U.S.A. LLC,Maxion Wheels U.S.A. LLC,Y,Jan,2017.0,3.917,Midwest,250-500,ASO,Manufacturing,1,NULL,NULL,-0.0364386612804095,ASO
OP-1811655,3332590,Madison Paper Industries,Madison Paper Industries,N,Jan,2017.0,8,Midwest,250-500,ASO,Manufacturing,1,NULL,NULL,-0.77896705219223,ASO
OP-1811656,3326244,M. A. Mortenson Company,M. A. Mortenson Company,Y,Jan,2017.0,10.917,Midwest,O500,ASO,Construction,1,NULL,NULL,0.514188093294146,ASO
OP-1811662,3337285,"Kongsberg Automotive, Inc.","Kongsberg Automotive, Inc.",Y,Jan,2017.0,3.167,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,0.0423930552157246,ASO
OP-1811668,3335373,American & Efird LLC,American & Efird LLC,Y,Jan,2017.0,4.917,Carolinas,O500,ASO,Manufacturing,1,NULL,NULL,0.0255905381342265,ASO
OP-1811669,3338479,"Big Rock Sports, LLC","Big Rock Sports, LLC",Y,Jan,2017.0,1.917,Carolinas,250-500,ASO,Wholesale_Trade,1,NULL,NULL,0.038106999870851,ASO
OP-1811688,614913,"Selerix Systems, Inc.",NULL,N,Jan,2017.0,1,Texas North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811701,614629,Mode Media Corporation,Mode Media Corporation,N,Jan,2017.0,0.75,California North,100-249,Guaranteed Cost,Services,1,0.293026853155923,-0.000392,0.292519986629486,GC
OP-1811703,615010,"Airtight Networks, Inc.",NULL,Y,Jan,2017.0,1,California North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811713,610494,Sienna Corporation,NULL,Y,Jan,2017.0,2.917,California North,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1811724,610375,"Nanoscale Combinatorial Synthesis, Inc. (Nanosyn, Inc.)",NULL,Y,Jan,2017.0,2.917,California North,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1811730,610670,"Nazzareno Electric Company, Inc.",NULL,N,Jan,2017.0,2.833,California South,2-99,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1811739,612778,"Netpace, Inc.",NULL,N,Jan,2017.0,1.917,California North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811761,610060,State Volunteer Mutual Insurance Company,NULL,Y,Jan,2017.0,3,Tennessee,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1811765,613211,"Steve and Kate's Camp, LLC",NULL,Y,Jan,2017.0,1.75,California North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811770,3339422,"Stockdale Management, LLC","Stockdale Management, LLC",Y,Jan,2017.0,1,California South,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.100281100877228,-0.046959,0.0486130006611347,GC
OP-1811772,614712,"Strata Fund Solutions, LLC",NULL,Y,Jan,2017.0,1,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811798,3338403,JENSEN HUGHES,JENSEN HUGHES,Y,Jan,2017.0,1.917,Midwest,O500,ASO,Services,1,NULL,NULL,0.36036036036036,ASO
OP-1811799,3328703,"JAC Products, Inc.","JAC Products, Inc.",Y,Jan,2017.0,9.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,0.0514535062211956,ASO
OP-1811805,3332364,Indiana State University,Indiana State University,N,Jan,2017.0,6.917,Midwest,O500,ASO,Services,1,NULL,NULL,0.0359182813192791,ASO
OP-1811807,3334377,New Mountain Capital,New Mountain Capital,Y,Jan,2017.0,5.917,NY/NJ,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.0867478610328436,-0.151103,-0.0774630010128021,GC
OP-1811809,3336384,Inalfa Roof Systems Inc.,Inalfa Roof Systems Inc.,Y,Jan,2017.0,3.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,0.192821779913063,ASO
OP-1811825,614607,"Numerify, Inc.",NULL,Y,Jan,2017.0,1,California North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811842,3169584,H.W. Kaufman Financial Group,H.W. Kaufman Financial Group,Y,Jan,2017.0,14.833,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.01820090942885,ASO
OP-1811843,613200,"Orange County Rescue Mission, Inc.",NULL,Y,Jan,2017.0,1.833,California South,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811844,3329951,"GVW Group, LLC.","GVW Group, LLC.",Y,Jan,2017.0,8.917,Midwest,250-500,ASO,Manufacturing,1,NULL,NULL,0.082329601813802,ASO
OP-1811846,3336608,Gustave A. Larson Company,Gustave A. Larson Company,Y,Jan,2017.0,3.917,Midwest,250-500,ASO,Wholesale_Trade,1,NULL,NULL,0.0783526668104277,ASO
OP-1811859,3336630,Pacific World Corporation,Pacific World Corporation,N,Jan,2017.0,3.917,California South,2-99,Guaranteed Cost,Manufacturing,1,0.147830407345808,-0.007694,0.138999000191689,GC
OP-1811864,3337612,Gary Community School Corporation,Gary Community School Corporation,Y,Jan,2017.0,2.917,Midwest,250-500,Shared Returns,Services,1,0.137185,0.0,0.137185,SR
OP-1811873,614965,PATRA Corporation,NULL,Y,Jan,2017.0,1,California North,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811878,3210632,"MHC Property Management, LP","MHC Property Management, LP",Y,Jan,2017.0,16.917,Midwest,O500,Shared Returns,Finance_Insur_RlEstate,1,0.0218179999999999,0.0,0.021818,SR
OP-1811881,3337443,"EP Minerals, LLC.","EP Minerals, LLC.",N,Jan,2017.0,2.917,Midwest,250-500,ASO,Mining,1,NULL,NULL,-0.0409356725146199,ASO
OP-1811883,3330120,"Envestnet Asset Management, Inc.","Envestnet Financial Technologies, Inc",Y,Jan,2017.0,9.083,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.0470645172978315,ASO
OP-1811886,3335418,"Enova International, Inc.","Enova International, Inc.",Y,Jan,2017.0,4.417,Midwest,O500,ASO,Retail_Trade,1,NULL,NULL,0.0441996667293496,ASO
OP-1811891,3337406,Empire Today LLC,Empire Today LLC,Y,Jan,2017.0,2.917,Midwest,O500,ASO,Retail_Trade,1,NULL,NULL,0.527745324799717,ASO
OP-1811893,3337685,"EMCO Chemical Distributors, Inc.","EMCO Chemical Distributors, Inc.",Y,Jan,2017.0,2.917,Midwest,250-500,ASO,Wholesale_Trade,1,NULL,NULL,0.00213192623960934,ASO
OP-1811895,612327,Pima Federal Credit Union,NULL,Y,Jan,2017.0,2,Arizona,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1811898,3332473,"East West Partners, Inc.","East West Partners, Inc.",Y,Jan,2017.0,6.917,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.176891010195374,ASO
OP-1811904,3337928,Dynamic Resource Group,Dynamic Resource Group,N,Jan,2017.0,2.5,Midwest,250-500,ASO,Manufacturing,1,NULL,NULL,0.300302239991795,ASO
OP-1811911,3337211,Do it Best Corp.,Do it Best,Y,Jan,2017.0,2.917,Midwest,O500,ASO,Wholesale_Trade,1,NULL,NULL,-0.0306093714800632,ASO
OP-1811914,3332180,Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,Y,Jan,2017.0,6.917,Midwest,O500,ASO,Services,1,NULL,NULL,-0.231704990269366,ASO
OP-1811919,3327995,DDR Corp.,DDR Corp.,Y,Jan,2017.0,9.917,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.0897361073166129,ASO
OP-1811921,614498,Princeton ProCure Management LLC,NULL,Y,Jan,2017.0,1,NY/NJ,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1811927,3338900,APL Logistics,APL Logistics Americas,Y,Jan,2017.0,1.5,Midwest,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.0661512938753539,ASO
OP-1811929,610613,Progressive Transportation Services,NULL,Y,Jan,2017.0,2.917,California South,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1811933,3192504,"Aptargroup, Inc","Aptargroup, Inc",Y,Jan,2017.0,13.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,-0.0318291950547743,ASO
OP-1811945,3325584,CMFG Life Insurance Company,CMFG Life Insurance Company,N,Jan,2017.0,10.917,Midwest,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.553517861010179,ASO
OP-1811949,3338425,Clear Lam Packaging Inc.,Clear Lam Packaging  Inc.,Y,Jan,2017.0,1.917,Midwest,250-500,ASO,Manufacturing,1,NULL,NULL,0.0217324234580492,ASO
OP-1811963,3328090,"City of Gary, Indiana","City of Gary, Indiana",Y,Jan,2017.0,10.25,Midwest,O500,Shared Returns,Public_Admin,1,0.0446195816914217,-0.0103,0.03386,SR
OP-1811967,3337417,Chicago Transit Authority,Chicago Transit Authority,Y,Jan,2017.0,2.917,Midwest,O500,ASO,Public_Admin,1,NULL,NULL,0.018431712962963,ASO
OP-1811968,3337428,Chicago Horticultural Society dba Chicago Botanic Garden,Chicago Horticultural Society dba Chicago Botanic Garden,Y,Jan,2017.0,2.917,Midwest,250-500,ASO,Services,1,NULL,NULL,0.0636416899203585,ASO
OP-1811969,3331477,"Checkpoint Systems, Inc.","Checkpoint Systems, Inc.",N,Jan,2017.0,7.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,0.0,ASO
OP-1811974,3337416,"Cambium Learning Group, Inc.","Cambium Learning Group, Inc.",Y,Jan,2017.0,2.917,Midwest,O500,ASO,Manufacturing,1,NULL,NULL,0.0691083145385771,ASO
OP-1811978,3338275,"Brookfield Global Relocation Services, LLC",BGRS,Y,Jan,2017.0,1.917,Midwest,O500,Shared Returns,Services,1,0.0867469999999999,0.0,0.086747,SR
OP-1811979,3338369,"Bradford Group, The","Bradford Group, The",Y,Jan,2017.0,1.917,Midwest,O500,ASO,Retail_Trade,1,NULL,NULL,0.0342075819947969,ASO
OP-1811981,3336460,Berkadia Commercial Mortgage LLC,Berkadia Commercial Mortgage LLC,Y,Jan,2017.0,3.917,Midwest,O500,Minimum Premium,Finance_Insur_RlEstate,1,-0.0202830000000001,0.0,-0.020283,SR
OP-1811986,3332621,Presidio Financial Partners,Presidio Financial Partners,N,Jan,2017.0,6.917,California North,2-99,Guaranteed Cost,Services,1,0.0,0.0,0.0,GC
OP-1812017,3213136,"Munich Reinsurance America, Inc.","Munich Reinsurance America, Inc.",Y,Jan,2017.0,17.917,NY/NJ,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.132123522738695,ASO
OP-1812032,613133,SutherlandGold Group,NULL,Y,Jan,2017.0,1.833,California North,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1812034,614750,"SweetLabs, Inc.",NULL,Y,Jan,2017.0,1,California South,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1812036,610055,"Symvionics, Inc.",NULL,Y,Jan,2017.0,2.917,Pacific Northwest,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1812042,612120,"Tail Light, LLC",NULL,N,Jan,2017.0,2,Texas North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1812058,612438,City of Maricopa,City of Maricopa,N,Jan,2017.0,1.917,Arizona,100-249,Guaranteed Cost,Public_Admin,1,0.504439948294988,0.116789,0.680141985416412,GC
OP-1812112,3338295,"Detyens Shipyards, Inc","Detyens Shipyards, Inc",Y,Jan,2017.0,2,Carolinas,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,-0.241933263316065,ASO
OP-1812114,3338654,Interim Healthcare of Greenville,Interim Healthcare of Greenville,Y,Jan,2017.0,1.917,Carolinas,250-500,ASO,Services,1,NULL,NULL,0.112057273502286,ASO
OP-1812115,3337668,Golden Coral Corporation,Golden Corral Corporation,Y,Jan,2017.0,2.917,Carolinas,250-500,ASO,Services,1,NULL,NULL,-0.318453789814442,ASO
OP-1812118,3337525,Morris Multimedia,Morris Multimedia,Y,Jan,2017.0,2.917,Carolinas,250-500,ASO,Manufacturing,1,NULL,NULL,-0.0780716111063254,ASO
OP-1812125,3335332,"Spirax Sarco, Inc.",Spirax Sarco,Y,Jan,2017.0,4.917,Carolinas,250-500,ASO,Manufacturing,1,NULL,NULL,-0.0623995075871772,ASO
OP-1812129,3339401,AGY Holding Corp.,AGY Holding Corp.,Y,Jan,2017.0,0.917,Carolinas,O500,ASO,Manufacturing,1,NULL,NULL,0.0174017611584028,ASO
OP-1812130,3339080,Allscripts Healthcare Solutions Inc,Allscripts Healthcare Solutions Inc,Y,Jan,2017.0,0.917,Carolinas,O500,ASO,Services,1,NULL,NULL,0.00856957534670877,ASO
OP-1812132,3315920,Amarr Company,Amarr Company,Y,Jan,2017.0,11.917,Carolinas,O500,ASO,Manufacturing,1,NULL,NULL,0.088992974238876,ASO
OP-1812138,3207880,"American City Business Journals, Inc.","American City Business Journals, Inc.",Y,Jan,2017.0,23.917,Carolinas,O500,ASO,Manufacturing,1,NULL,NULL,-0.0353247720081894,ASO
OP-1812140,3332304,American Independent Insurance Company,American Independent Insurance Company,Y,Jan,2017.0,7.083,Carolinas,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,-0.0987124549356222,ASO
OP-1812146,3336913,Aqseptence Group,Aqseptence Group,Y,Jan,2017.0,3.75,Carolinas,250-500,ASO,Manufacturing,1,NULL,NULL,0.190461244306989,ASO
OP-1812147,3331199,"Boddie-Noell Enterprises, Inc.","Boddie-Noell Enterprises, Inc.",Y,Jan,2017.0,7.917,Carolinas,O500,ASO,Retail_Trade,1,NULL,NULL,-0.0139186402569593,ASO
OP-1812149,3209440,Boral Industries Inc.,Boral Industries Inc.,Y,Jan,2017.0,17.917,Carolinas,O500,ASO,Manufacturing,1,NULL,NULL,0.00447685659784858,ASO
OP-1812154,3336620,"Campbell University, Incorporated","Campbell University, Incorporated",Y,Jan,2017.0,3.917,Carolinas,O500,ASO,Services,1,NULL,NULL,0.0977435167125889,ASO
OP-1812156,3338256,Cardinal Innovations Healthcare Solutions,Cardinal Innovations Healthcare Solutions,Y,Jan,2017.0,1.917,Carolinas,O500,ASO,Services,1,0.0587430000305176,0.0,0.0587430000305176,GC
OP-1812160,3204856,City of Greenville and Greenville Utilities Commission,City of Greenville and Greenville Utilities Commission,Y,Jan,2017.0,14.917,Carolinas,O500,ASO,Public_Admin,1,NULL,NULL,0.0330334592932182,ASO
OP-1812161,3319524,City of High Point,City of High Point,Y,Jan,2017.0,11.667,Carolinas,O500,Guaranteed Cost,Public_Admin,1,0.0820999965071678,0.0,0.0820999965071678,GC
OP-1812163,3337641,"Clinipace, Inc.","Clinipace, Inc.",Y,Jan,2017.0,2.917,Carolinas,250-500,Minimum Premium,Services,1,0.112454,0.0,0.112454,SR
OP-1812165,3209448,Coca-Cola Bottling Company Consolidated,Coca-Cola Bottling Co. Consolidated,Y,Jan,2017.0,15.917,Carolinas,O500,ASO,Manufacturing,1,NULL,NULL,0.400468634307123,ASO
OP-1812241,3337649,"Geosyntec Consultants, Inc.",Geosyntec Consultants Inc,Y,Jan,2017.0,8.917,Florida South,O500,ASO,Services,1,NULL,NULL,0.0640833568009009,ASO
OP-1812410,3338372,Sunrun Inc.,Sunrun Inc.,Y,Jan,2017.0,1.917,California North,O500,ASO,Wholesale_Trade,1,0.0,0.0,0.0,SR
OP-1812459,3329694,Knoxville Utilities Board,Knoxville Utilities Board,N,Jan,2017.0,8.917,MD/VA/DC,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,-0.343246033889317,ASO
OP-1812650,3172256,Kenco,Kenco,Y,Jan,2017.0,20.5,Tennessee,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.138249536578942,ASO
OP-1812738,3339517,"VCA Consulting, Inc.","VCA Consulting, Inc.",N,Jan,2017.0,1,California South,2-99,Guaranteed Cost,Services,1,0.0,0.0,0.0,GC
OP-1812909,3339456,Westcor Land Title Insurance Company,Westcor Land Title Insurance Company,Y,Jan,2017.0,1,Florida Tampa/Orlando,250-500,Shared Returns,Finance_Insur_RlEstate,1,0.323997,0.0,0.323997,SR
OP-1812914,614810,Wheat Ridge Cyclery,NULL,Y,Jan,2017.0,1,Mountain States,2-99,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1812917,3311744,Wm. T. Burnett & Co.,Wm. T. Burnett & Co.,Y,Jan,2017.0,13,Carolinas,100-249,Guaranteed Cost,Manufacturing,1,0.0703251258816304,-0.052643,0.0139800002798438,GC
OP-1812919,614973,Young Americans Education Foundation,NULL,Y,Jan,2017.0,1,Mountain States,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1813028,3338158,City of Memphis Retirees,NULL,Y,Jan,2017.0,1.917,Tennessee,O500,ASO,Public_Admin,1,NULL,NULL,NULL,NULL
OP-1813031,614455,Cakebread Cellars,NULL,Y,Jan,2017.0,1,California North,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1813033,610794,California Tool & Welding Supply,NULL,Y,Jan,2017.0,2.75,California South,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1813040,3205584,Eversource Energy Service Company,Eversource Energy Service Company,Y,Jan,2017.0,17.917,Connecticut,O500,ASO,Manufacturing,1,NULL,NULL,-0.465913789286557,ASO
OP-1813063,3332470,Children's Specialist of San Diego,Children's Specialists of San Diego,Y,Jan,2017.0,6.917,California South,100-249,Guaranteed Cost,Services,1,0.0603018862519169,-0.00028,0.0600050017237663,GC
OP-1813071,612439,AppLovin Corporation,NULL,Y,Jan,2017.0,1.917,California North,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1813082,617225,Aptify Corporation,NULL,Y,Jan,2017.0,1,MD/VA/DC,2-99,Guaranteed Cost,Services,1,NULL,NULL,NULL,NULL
OP-1813090,614951,LaFrance Corp,NULL,Y,Jan,2017.0,0.917,NY/NJ,100-249,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1813123,614522,Colorado Hospital Association,NULL,Y,Jan,2017.0,1,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1813270,3332552,"Access Intelligence, LLC","Access Intelligence, LLC",Y,Jan,2017.0,6.917,MD/VA/DC,250-500,Guaranteed Cost,Manufacturing,1,-2.90000007225899e-05,0.0,-2.90000007225899e-05,GC
OP-1813271,3337230,"Accudyne Industries, LLC","Accudyne Industries, LLC",N,Jan,2017.0,2.917,North Texas,O500,ASO,Wholesale_Trade,1,NULL,NULL,0.00777453838678333,ASO
OP-1813297,612333,"Aronson-Campbell Industrial Supply, Inc.",NULL,N,Jan,2017.0,2,Pacific Northwest,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1813298,614960,"Ascend Analytics, LLC",NULL,Y,Jan,2017.0,1,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1813299,614896,"ASI Business Solutions, LTD",NULL,N,Jan,2017.0,1,Texas North,2-99,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1813301,3336469,"Advanced Technology Holding, LLC (formerly GCI, Inc.)","Advanced Technology Holding, LLC (formerly GCI, Inc.)",Y,Jan,2017.0,3.917,MD/VA/DC,250-500,Shared Returns,Wholesale_Trade,1,0.0601694575353455,-0.0027,0.057307,SR
OP-1813304,3337222,AGA Service Company,AGA Service Company,Y,Jan,2017.0,2.917,MD/VA/DC,O500,ASO,Finance_Insur_RlEstate,1,0.0,0.0,0.0,SR
OP-1813306,3332165,Aggreko LLC,Aggreko LLC,Y,Jan,2017.0,6.917,North Texas,O500,ASO,Services,1,NULL,NULL,-0.0795454545454544,ASO
OP-1813307,3338356,Airlines Reporting Corporation,Airlines Reporting Corporation,Y,Jan,2017.0,1.917,MD/VA/DC,250-500,Minimum Premium,Services,1,0.062403,0.0,0.062403,SR
OP-1813310,3316244,Akin Gump Strauss Hauer & Feld LLP,Akin Gump Strauss Hauer & Feld LLP,Y,Jan,2017.0,11.917,MD/VA/DC,O500,ASO,Services,1,NULL,NULL,-0.0499893354024832,ASO
OP-1813313,3338611,American Diabetes Association,American Diabetes Association,N,Jan,2017.0,1.917,MD/VA/DC,O500,ASO,Services,1,NULL,NULL,-0.0863326848249028,ASO
OP-1813315,3332757,The American Israel Public Affairs Committee,American Israel Public Affairs Committee,Y,Jan,2017.0,6.917,MD/VA/DC,250-500,ASO,Services,1,NULL,NULL,0.0330015412480027,ASO
OP-1813316,3335412,American Mechanical Services,American Mechanical Services,Y,Jan,2017.0,4.917,MD/VA/DC,250-500,ASO,Construction,1,NULL,NULL,0.0943035796419012,ASO
OP-1813318,3335221,Amtrak - Management,Amtrak - Management,Y,Jan,2017.0,4.917,MD/VA/DC,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.132320965547713,ASO
OP-1813324,3336602,"Apex Companies, LLC","Apex Companies, LLC",Y,Jan,2017.0,3.917,MD/VA/DC,250-500,ASO,Services,1,NULL,NULL,0.71584655191738,ASO
OP-1813327,3339201,"Archrock Services, L.P.","Archrock Services, L.P.",N,Jan,2017.0,1.083,North Texas,O500,ASO,Construction,1,NULL,NULL,-0.344486899834139,ASO
OP-1813332,3328681,Arlington County School Board,Arlington County School Board,Y,Jan,2017.0,9.917,MD/VA/DC,O500,ASO,Services,1,NULL,NULL,0.0395189003436427,ASO
OP-1813333,613409,"Luxesphere Holdings, Inc.",NULL,Y,Jan,2017.0,1.667,California South,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1813338,3213380,"Associated Universities, Inc.","Associated Universities, Inc.",Y,Jan,2017.0,69.917,MD/VA/DC,O500,Minimum Premium,Services,1,0.144951903807615,-0.002,0.142662,SR
